year,rider_id,name,round,round_label,stg,gc,pc,kom,spr,sum,bky,ass,tot
2024,20240294,Biniam Girmay,2,Stage 2,0,0,0,0,0,0,0,0,0
2024,20240294,Biniam Girmay,3,Stage 3,220,0,8,0,5,0,0,0,233
2024,20240294,Biniam Girmay,4,Stage 4,0,0,8,0,16,0,0,0,24
2024,20240294,Biniam Girmay,5,Stage 5,70,0,12,0,6,0,0,0,88
2024,20240294,Biniam Girmay,6,Stage 6,180,0,12,0,16,0,0,0,208
2024,20240294,Biniam Girmay,7,Stage 7,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,8,Stage 8,220,0,12,0,16,0,0,0,248
2024,20240294,Biniam Girmay,9,Stage 9,70,0,12,0,0,0,0,0,82
2024,20240294,Biniam Girmay,10,Stage 10,180,0,12,0,8,0,0,0,200
2024,20240294,Biniam Girmay,11,Stage 11,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,12,Stage 12,220,0,12,0,6,0,0,0,238
2024,20240294,Biniam Girmay,13,Stage 13,140,0,12,0,0,0,0,0,152
2024,20240294,Biniam Girmay,14,Stage 14,0,0,12,0,2,0,0,0,14
2024,20240294,Biniam Girmay,15,Stage 15,0,0,12,0,12,0,0,0,24
2024,20240294,Biniam Girmay,16,Stage 16,0,0,12,0,8,0,0,0,20
2024,20240294,Biniam Girmay,17,Stage 17,0,0,12,0,6,0,0,0,18
2024,20240294,Biniam Girmay,18,Stage 18,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,19,Stage 19,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,20,Stage 20,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,21,Stage 21,0,0,12,0,0,0,0,0,12
2024,20240294,Biniam Girmay,22,Final Classifications,0,0,120,0,0,0,0,0,120
2024,20240001,Jasper Philipsen,1,Stage 1,0,0,0,0,2,0,0,0,2
2024,20240001,Jasper Philipsen,2,Stage 2,0,0,0,0,0,0,0,0,0
2024,20240001,Jasper Philipsen,3,Stage 3,0,0,0,0,16,0,0,0,16
2024,20240001,Jasper Philipsen,4,Stage 4,0,0,0,0,8,0,0,0,8
2024,20240001,Jasper Philipsen,5,Stage 5,180,0,4,0,5,0,0,0,189
2024,20240001,Jasper Philipsen,6,Stage 6,0,0,4,0,20,0,0,0,24
2024,20240001,Jasper Philipsen,7,Stage 7,0,0,4,0,0,0,0,0,4
2024,20240001,Jasper Philipsen,8,Stage 8,180,0,8,0,8,0,0,0,196
2024,20240001,Jasper Philipsen,9,Stage 9,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,10,Stage 10,220,0,8,0,12,0,0,0,240
2024,20240001,Jasper Philipsen,11,Stage 11,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,12,Stage 12,140,0,8,0,5,0,0,0,153
2024,20240001,Jasper Philipsen,13,Stage 13,220,0,8,0,0,0,0,0,228
2024,20240001,Jasper Philipsen,14,Stage 14,0,0,8,0,1,0,0,0,9
2024,20240001,Jasper Philipsen,15,Stage 15,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,16,Stage 16,220,0,8,0,16,0,0,0,244
2024,20240001,Jasper Philipsen,17,Stage 17,0,0,8,0,5,0,0,0,13
2024,20240001,Jasper Philipsen,18,Stage 18,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,19,Stage 19,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,20,Stage 20,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,21,Stage 21,0,0,8,0,0,0,0,0,8
2024,20240001,Jasper Philipsen,22,Final Classifications,0,0,100,0,0,0,0,0,100
2024,20240489,Adam Yates,1,Stage 1,0,0,0,0,0,0,0,0,0
2024,20240489,Adam Yates,2,Stage 2,0,0,0,0,0,0,0,12,12
2024,20240489,Adam Yates,3,Stage 3,0,0,0,0,0,0,0,8,8
2024,20240489,Adam Yates,4,Stage 4,30,8,0,0,0,0,0,26,64
2024,20240489,Adam Yates,5,Stage 5,0,8,0,0,0,0,0,16,24
2024,20240489,Adam Yates,6,Stage 6,0,8,0,0,0,0,0,16,24
2024,20240489,Adam Yates,7,Stage 7,0,10,0,0,0,0,0,0,10
2024,20240489,Adam Yates,8,Stage 8,0,10,0,0,0,0,0,16,26
2024,20240489,Adam Yates,9,Stage 9,0,9,0,0,0,0,0,16,25
2024,20240489,Adam Yates,10,Stage 10,0,10,0,0,0,0,0,16,26
2024,20240489,Adam Yates,11,Stage 11,95,13,0,0,0,0,0,20,128
2024,20240489,Adam Yates,12,Stage 12,0,13,0,0,0,0,0,16,29
2024,20240489,Adam Yates,13,Stage 13,0,14,0,0,0,0,0,16,30
2024,20240489,Adam Yates,14,Stage 14,95,14,0,0,0,4,0,24,137
2024,20240489,Adam Yates,15,Stage 15,110,14,0,0,0,6,0,24,154
2024,20240489,Adam Yates,16,Stage 16,0,14,0,0,0,0,0,16,30
2024,20240489,Adam Yates,17,Stage 17,0,14,0,0,0,0,0,16,30
2024,20240489,Adam Yates,18,Stage 18,0,14,0,0,0,0,0,16,30
2024,20240489,Adam Yates,19,Stage 19,50,14,0,0,0,0,0,24,88
2024,20240489,Adam Yates,20,Stage 20,70,15,0,0,0,0,0,24,109
2024,20240489,Adam Yates,21,Stage 21,60,15,0,0,0,0,0,0,75
2024,20240489,Adam Yates,22,Final Classifications,0,260,0,0,0,0,0,50,310
2024,20240466,Matteo Jorgenson,1,Stage 1,0,0,0,0,0,0,0,8,8
2024,20240466,Matteo Jorgenson,2,Stage 2,0,7,0,0,0,0,0,2,9
2024,20240466,Matteo Jorgenson,3,Stage 3,0,8,0,0,0,0,0,0,8
2024,20240466,Matteo Jorgenson,4,Stage 4,40,10,0,0,0,0,0,2,52
2024,20240466,Matteo Jorgenson,5,Stage 5,0,10,0,0,0,0,0,2,12
2024,20240466,Matteo Jorgenson,6,Stage 6,0,10,0,0,0,0,0,2,12
2024,20240466,Matteo Jorgenson,7,Stage 7,95,12,0,0,0,0,0,0,107
2024,20240466,Matteo Jorgenson,8,Stage 8,0,12,0,0,0,0,0,2,14
2024,20240466,Matteo Jorgenson,9,Stage 9,0,11,0,0,0,0,0,2,13
2024,20240466,Matteo Jorgenson,10,Stage 10,0,11,0,0,0,0,0,2,13
2024,20240466,Matteo Jorgenson,11,Stage 11,20,9,0,0,0,0,0,10,39
2024,20240466,Matteo Jorgenson,12,Stage 12,4,9,0,0,0,0,0,6,19
2024,20240466,Matteo Jorgenson,13,Stage 13,0,11,0,0,0,0,0,6,17
2024,20240466,Matteo Jorgenson,14,Stage 14,70,11,0,0,0,0,0,10,91
2024,20240466,Matteo Jorgenson,15,Stage 15,16,9,0,0,0,0,0,12,37
2024,20240466,Matteo Jorgenson,16,Stage 16,0,9,0,0,0,0,0,8,17
2024,20240466,Matteo Jorgenson,17,Stage 17,0,9,0,0,0,0,0,8,17
2024,20240466,Matteo Jorgenson,18,Stage 18,0,7,0,0,0,0,0,8,15
2024,20240466,Matteo Jorgenson,19,Stage 19,180,12,0,4,0,60,20,8,284
2024,20240466,Matteo Jorgenson,20,Stage 20,95,13,0,4,0,0,0,12,124
2024,20240466,Matteo Jorgenson,21,Stage 21,140,13,0,4,0,0,0,0,157
2024,20240466,Matteo Jorgenson,22,Final Classifications,0,200,0,60,0,0,0,40,300
2024,20240377,Mikel Landa,1,Stage 1,0,0,0,0,0,0,0,0,0
2024,20240377,Mikel Landa,2,Stage 2,0,0,0,0,0,0,0,4,4
2024,20240377,Mikel Landa,3,Stage 3,0,1,0,0,0,0,0,2,3
2024,20240377,Mikel Landa,4,Stage 4,95,14,0,0,0,4,0,10,123
2024,20240377,Mikel Landa,5,Stage 5,0,14,0,0,0,0,0,6,20
2024,20240377,Mikel Landa,6,Stage 6,0,14,0,0,0,0,0,6,20
2024,20240377,Mikel Landa,7,Stage 7,0,13,0,0,0,0,0,0,13
2024,20240377,Mikel Landa,8,Stage 8,0,13,0,0,0,0,0,8,21
2024,20240377,Mikel Landa,9,Stage 9,0,13,0,0,0,0,0,8,21
2024,20240377,Mikel Landa,10,Stage 10,0,13,0,0,0,0,0,8,21
2024,20240377,Mikel Landa,11,Stage 11,80,14,0,0,0,0,0,10,104
2024,20240377,Mikel Landa,12,Stage 12,0,14,0,0,0,0,0,8,22
2024,20240377,Mikel Landa,13,Stage 13,0,15,0,0,0,0,0,8,23
2024,20240377,Mikel Landa,14,Stage 14,50,15,0,0,0,0,0,8,73
2024,20240377,Mikel Landa,15,Stage 15,140,16,0,0,0,15,0,6,177
2024,20240377,Mikel Landa,16,Stage 16,0,16,0,0,0,0,0,4,20
2024,20240377,Mikel Landa,17,Stage 17,0,16,0,0,0,0,0,4,20
2024,20240377,Mikel Landa,18,Stage 18,0,16,0,0,0,0,0,2,18
2024,20240377,Mikel Landa,19,Stage 19,80,16,0,0,0,0,0,4,100
2024,20240377,Mikel Landa,20,Stage 20,80,16,0,0,0,0,0,2,98
2024,20240377,Mikel Landa,21,Stage 21,95,16,0,0,0,0,0,0,111
2024,20240377,Mikel Landa,22,Final Classifications,0,300,0,0,0,0,0,30,330
2024,20240208,Richard Carapaz,1,Stage 1,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,2,Stage 2,60,18,0,0,0,0,0,0,78
2024,20240208,Richard Carapaz,3,Stage 3,30,30,0,0,0,0,0,0,60
2024,20240208,Richard Carapaz,4,Stage 4,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,5,Stage 5,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,6,Stage 6,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,7,Stage 7,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,8,Stage 8,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,9,Stage 9,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,10,Stage 10,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,11,Stage 11,0,0,0,0,6,0,20,0,26
2024,20240208,Richard Carapaz,12,Stage 12,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,13,Stage 13,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,14,Stage 14,30,0,0,0,0,0,0,0,30
2024,20240208,Richard Carapaz,15,Stage 15,70,1,0,0,0,22,20,0,103
2024,20240208,Richard Carapaz,16,Stage 16,0,0,0,0,0,0,0,0,0
2024,20240208,Richard Carapaz,17,Stage 17,220,3,0,1,0,15,0,0,239
2024,20240208,Richard Carapaz,18,Stage 18,0,4,0,2,0,0,0,0,6
2024,20240208,Richard Carapaz,19,Stage 19,140,4,0,12,0,64,20,0,240
2024,20240208,Richard Carapaz,20,Stage 20,160,6,0,12,6,36,20,0,240
2024,20240208,Richard Carapaz,21,Stage 21,0,4,0,12,0,0,0,0,16
2024,20240208,Richard Carapaz,22,Final Classifications,0,80,0,120,0,0,0,0,200
2024,20240462,Wout Van Aert,1,Stage 1,160,22,6,0,0,0,0,4,192
2024,20240462,Wout Van Aert,2,Stage 2,0,0,0,0,0,0,0,2,2
2024,20240462,Wout Van Aert,3,Stage 3,0,0,0,0,0,0,0,0,0
2024,20240462,Wout Van Aert,4,Stage 4,0,0,0,0,0,0,0,2,2
2024,20240462,Wout Van Aert,5,Stage 5,0,0,0,0,0,0,0,2,2
2024,20240462,Wout Van Aert,6,Stage 6,110,0,0,0,0,0,0,2,112
2024,20240462,Wout Van Aert,7,Stage 7,0,0,0,0,0,0,0,0,0
2024,20240462,Wout Van Aert,8,Stage 8,0,0,0,0,0,0,0,2,2
2024,20240462,Wout Van Aert,9,Stage 9,0,0,0,0,0,0,0,2,2
2024,20240462,Wout Van Aert,10,Stage 10,140,0,0,0,0,0,0,2,142
2024,20240462,Wout Van Aert,11,Stage 11,0,0,0,0,0,0,0,10,10
2024,20240462,Wout Van Aert,12,Stage 12,180,0,0,0,0,0,0,2,182
2024,20240462,Wout Van Aert,13,Stage 13,180,0,0,0,0,0,0,2,182
2024,20240462,Wout Van Aert,14,Stage 14,0,0,0,0,0,0,0,10,10
2024,20240462,Wout Van Aert,15,Stage 15,0,0,0,0,0,0,0,12,12
2024,20240462,Wout Van Aert,16,Stage 16,120,0,0,0,0,0,0,8,128
2024,20240462,Wout Van Aert,17,Stage 17,0,0,0,0,0,0,0,8,8
2024,20240462,Wout Van Aert,18,Stage 18,70,0,1,0,8,0,0,8,87
2024,20240462,Wout Van Aert,19,Stage 19,0,0,0,0,0,0,0,12,12
2024,20240462,Wout Van Aert,20,Stage 20,0,0,0,0,0,0,0,12,12
2024,20240462,Wout Van Aert,21,Stage 21,0,0,0,0,0,0,0,0,0
2024,20240462,Wout Van Aert,22,Final Classifications,0,0,15,0,0,0,0,40,40
2024,20240263,Carlos Rodríguez,1,Stage 1,0,0,0,0,0,0,0,2,2
2024,20240263,Carlos Rodríguez,2,Stage 2,8,8,0,0,0,0,0,2,18
2024,20240263,Carlos Rodríguez,3,Stage 3,0,10,0,0,0,0,0,2,12
2024,20240263,Carlos Rodríguez,4,Stage 4,110,15,0,0,0,15,0,4,144
2024,20240263,Carlos Rodríguez,5,Stage 5,0,15,0,0,0,0,0,4,19
2024,20240263,Carlos Rodríguez,6,Stage 6,0,15,0,0,0,0,0,4,19
2024,20240263,Carlos Rodríguez,7,Stage 7,16,14,0,0,0,0,0,0,30
2024,20240263,Carlos Rodríguez,8,Stage 8,0,14,0,0,0,0,0,0,14
2024,20240263,Carlos Rodríguez,9,Stage 9,0,14,0,0,0,0,0,6,20
2024,20240263,Carlos Rodríguez,10,Stage 10,0,14,0,0,0,0,0,2,16
2024,20240263,Carlos Rodríguez,11,Stage 11,70,15,0,1,0,2,0,2,90
2024,20240263,Carlos Rodríguez,12,Stage 12,0,16,0,1,0,0,0,2,19
2024,20240263,Carlos Rodríguez,13,Stage 13,0,16,0,1,0,0,0,2,19
2024,20240263,Carlos Rodríguez,14,Stage 14,140,16,0,1,0,15,0,0,172
2024,20240263,Carlos Rodríguez,15,Stage 15,80,15,0,0,0,2,0,0,97
2024,20240263,Carlos Rodríguez,16,Stage 16,0,15,0,0,0,0,0,0,15
2024,20240263,Carlos Rodríguez,17,Stage 17,0,15,0,0,0,0,0,0,15
2024,20240263,Carlos Rodríguez,18,Stage 18,0,15,0,0,0,0,0,4,19
2024,20240263,Carlos Rodríguez,19,Stage 19,35,15,0,0,0,0,0,0,50
2024,20240263,Carlos Rodríguez,20,Stage 20,25,14,0,0,0,0,0,2,41
2024,20240263,Carlos Rodríguez,21,Stage 21,16,14,0,0,0,0,0,0,30
2024,20240263,Carlos Rodríguez,22,Final Classifications,0,220,0,0,0,0,0,20,240
2024,20240653,Pascal Ackermann,1,Stage 1,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,2,Stage 2,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,3,Stage 3,25,0,0,0,0,0,0,0,25
2024,20240653,Pascal Ackermann,4,Stage 4,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,5,Stage 5,110,0,0,0,0,0,0,0,110
2024,20240653,Pascal Ackermann,6,Stage 6,70,0,0,0,0,0,0,0,70
2024,20240653,Pascal Ackermann,7,Stage 7,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,8,Stage 8,140,0,0,0,0,0,0,0,140
2024,20240653,Pascal Ackermann,9,Stage 9,20,0,0,0,0,0,0,2,22
2024,20240653,Pascal Ackermann,10,Stage 10,160,0,0,0,0,0,0,0,160
2024,20240653,Pascal Ackermann,11,Stage 11,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,12,Stage 12,160,0,0,0,0,0,0,0,160
2024,20240653,Pascal Ackermann,13,Stage 13,160,0,0,0,0,0,0,0,160
2024,20240653,Pascal Ackermann,14,Stage 14,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,15,Stage 15,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,16,Stage 16,110,0,0,0,0,0,0,0,110
2024,20240653,Pascal Ackermann,17,Stage 17,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,18,Stage 18,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,19,Stage 19,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,20,Stage 20,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,21,Stage 21,0,0,0,0,0,0,0,0,0
2024,20240653,Pascal Ackermann,22,Final Classifications,0,0,0,0,0,0,0,0,0
2024,20240651,Derek Gee,1,Stage 1,16,4,0,0,0,0,0,0,20
2024,20240651,Derek Gee,2,Stage 2,0,0,0,0,0,0,0,0,0
2024,20240651,Derek Gee,3,Stage 3,0,0,0,0,0,0,0,0,0
2024,20240651,Derek Gee,4,Stage 4,16,0,0,0,0,0,0,0,16
2024,20240651,Derek Gee,5,Stage 5,0,0,0,0,0,0,0,0,0
2024,20240651,Derek Gee,6,Stage 6,0,0,0,0,0,0,0,0,0
2024,20240651,Derek Gee,7,Stage 7,30,7,0,0,0,0,0,0,37
2024,20240651,Derek Gee,8,Stage 8,0,7,0,0,0,0,0,0,7
2024,20240651,Derek Gee,9,Stage 9,160,12,0,0,0,0,20,0,192
2024,20240651,Derek Gee,10,Stage 10,0,12,0,0,0,0,0,2,14
2024,20240651,Derek Gee,11,Stage 11,40,10,0,0,0,0,0,0,50
2024,20240651,Derek Gee,12,Stage 12,0,10,0,0,0,0,0,2,12
2024,20240651,Derek Gee,13,Stage 13,0,12,0,0,0,0,0,2,14
2024,20240651,Derek Gee,14,Stage 14,60,12,0,0,0,0,0,0,72
2024,20240651,Derek Gee,15,Stage 15,40,12,0,0,0,0,0,0,52
2024,20240651,Derek Gee,16,Stage 16,0,12,0,0,0,0,0,0,12
2024,20240651,Derek Gee,17,Stage 17,0,12,0,0,0,0,0,0,12
2024,20240651,Derek Gee,18,Stage 18,0,12,0,0,0,0,0,0,12
2024,20240651,Derek Gee,19,Stage 19,60,13,0,0,0,0,0,0,73
2024,20240651,Derek Gee,20,Stage 20,40,12,0,0,0,0,0,0,52
2024,20240651,Derek Gee,21,Stage 21,110,12,0,0,0,0,0,0,122
2024,20240651,Derek Gee,22,Final Classifications,0,180,0,0,0,0,0,0,180
2024,20240678,Arnaud De Lie,1,Stage 1,0,0,0,0,0,0,0,0,0
2024,20240678,Arnaud De Lie,2,Stage 2,0,0,0,0,0,0,0,0,0
2024,20240678,Arnaud De Lie,3,Stage 3,160,0,0,0,0,0,0,0,160
2024,20240678,Arnaud De Lie,4,Stage 4,0,0,0,0,0,0,0,0,0
2024,20240678,Arnaud De Lie,5,Stage 5,140,0,0,0,0,0,0,0,140
2024,20240678,Arnaud De Lie,6,Stage 6,120,0,0,0,5,0,0,0,125
2024,20240678,Arnaud De Lie,7,Stage 7,0,0,0,0,0,0,0,0,0
2024,20240678,Arnaud De Lie,8,Stage 8,160,0,4,0,3,0,0,0,167
2024,20240678,Arnaud De Lie,9,Stage 9,0,0,2,0,0,0,0,0,2
2024,20240678,Arnaud De Lie,10,Stage 10,16,0,0,0,1,0,0,0,17
2024,20240678,Arnaud De Lie,11,Stage 11,0,0,0,0,0,0,0,0,0
2024,20240678,Arnaud De Lie,12,Stage 12,120,0,1,0,0,0,0,0,121
2024,20240678,Arnaud De Lie,13,Stage 13,0,0,1,0,6,0,0,0,7
2024,20240678,Arnaud De Lie,14,Stage 14,0,0,4,0,16,0,0,0,20
2024,20240678,Arnaud De Lie,15,Stage 15,0,0,4,0,0,0,0,0,4
2024,20240678,Arnaud De Lie,16,Stage 16,0,0,2,0,6,0,0,0,8
2024,20240678,Arnaud De Lie,17,Stage 17,0,0,2,0,3,0,0,0,5
2024,20240678,Arnaud De Lie,18,Stage 18,0,0,2,0,0,0,0,8,10
2024,20240678,Arnaud De Lie,19,Stage 19,0,0,2,0,0,0,0,0,2
2024,20240678,Arnaud De Lie,20,Stage 20,0,0,1,0,0,0,0,0,1
2024,20240678,Arnaud De Lie,21,Stage 21,0,0,1,0,0,0,0,0,1
